t,MV,MVP,MVI,MVD,PV,DV,SP,Man
1.900000000000000000e+01,5.000000000000000000e+01,7.962215862889632945e+01,-5.055430737600785562e+01,2.093214874711152973e+01,4.385977998950640711e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
2.000000000000000000e+01,5.000000000000000000e+01,7.921068961449650203e+01,-4.859703119023822637e+01,1.938634157574172434e+01,4.397297698426437762e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
2.100000000000000000e+01,5.000000000000000000e+01,7.878874518226757573e+01,-4.670483205613921029e+01,1.791608687387163812e+01,4.408878009418199895e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
2.200000000000000000e+01,5.000000000000000000e+01,7.835708639513273965e+01,-4.487501365490291505e+01,1.651792725977017540e+01,4.420699541456927761e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
2.300000000000000000e+01,4.999999999999999289e+01,7.791643603733639623e+01,-4.310499634280248671e+01,1.518856030546608871e+01,4.432743881991133605e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
2.400000000000000000e+01,4.999999999999999289e+01,7.746748044102014319e+01,-4.139231213787105190e+01,1.392483169685090694e+01,4.444993549700539859e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
2.500000000000000000e+01,5.000000000000000000e+01,7.701087122646549687e+01,-3.973459991678097936e+01,1.272372869031548248e+01,4.457431950016599842e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
2.600000000000000000e+01,5.000000000000000000e+01,7.654722696007684135e+01,-3.812960081345349295e+01,1.158237385337664982e+01,4.470043332745730424e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
2.700000000000000000e+01,5.000000000000000000e+01,7.607713473398530368e+01,-3.657515381124716214e+01,1.049801907726186201e+01,4.482812751696029352e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
2.800000000000000000e+01,5.000000000000000000e+01,7.560115167097225708e+01,-3.506919152088507019e+01,9.468039849912813111e+00,4.495726026212969373e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
2.900000000000000000e+01,5.000000000000000000e+01,7.511980635823523755e+01,-3.360973613657597525e+01,8.489929778340739475e+00,4.508769704533976608e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
3.000000000000000000e+01,5.000000000000000000e+01,7.463360021335465433e+01,-3.219489556307702571e+01,7.561295349722373160e+00,4.521931028876076653e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
3.100000000000000000e+01,5.000000000000000000e+01,7.414300878565978792e+01,-3.082285970672127107e+01,6.679850921061482261e+00,4.535197902174843421e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
3.200000000000000000e+01,5.000000000000000000e+01,7.364848299604230419e+01,-2.949189692370303817e+01,5.843413927660733087e+00,4.548558856396709871e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
3.300000000000000000e+01,4.999999999999999289e+01,7.315045031812219634e+01,-2.820035061917538854e+01,5.049900301053190432e+00,4.562003022350411641e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
3.400000000000000000e+01,5.000000000000000711e+01,7.264931590353327806e+01,-2.694663599096221418e+01,4.297320087428937896e+00,4.575520100926821954e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
3.500000000000000000e+01,5.000000000000000000e+01,7.214546365396499539e+01,-2.572923691193002682e+01,3.583773257965032766e+00,4.589100335699765765e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
3.600000000000000000e+01,5.000000000000000000e+01,7.163925724247351923e+01,-2.454670294529821817e+01,2.907445702824699829e+00,4.602734486823588611e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
3.700000000000000000e+01,5.000000000000000000e+01,7.113104108645585200e+01,-2.339764648739043551e+01,2.266605400934584402e+00,4.616413806166282541e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
3.800000000000000000e+01,5.000000000000000711e+01,7.062114127456842994e+01,-2.228074003254692315e+01,1.659598757978494765e+00,4.630130013619866247e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
3.900000000000000000e+01,5.000000000000000000e+01,7.010986644976316029e+01,-2.119471355512527566e+01,1.084847105362113595e+00,4.643875274532452124e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
4.000000000000000000e+01,5.000000000000000000e+01,6.959750865051238122e+01,-2.013835200371973144e+01,5.408433532073511074e-01,4.657642178209052020e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
4.100000000000000000e+01,5.000000000000000000e+01,6.908434411219639060e+01,-1.911049290292286074e+01,2.614879072646880687e-02,4.671423717430702993e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
4.200000000000000000e+01,5.000000000000000000e+01,6.857063403053270179e+01,-1.811002405813733063e+01,-4.606099723953699376e-01,4.685213268943829235e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
4.300000000000000000e+01,5.000000000000000000e+01,6.805662528883968321e+01,-1.713588135912918275e+01,-9.207439297105001197e-01,4.699004574874044238e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
4.400000000000000000e+01,5.000000000000000711e+01,6.754255115084140471e+01,-1.618704667818462184e+01,-1.355504472656782200e+00,4.712791725020781541e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
4.500000000000000000e+01,5.000000000000000711e+01,6.702863192063936992e+01,-1.526254585889760484e+01,-1.766086061741765523e+00,4.726569139991136126e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
4.600000000000000000e+01,5.000000000000000000e+01,6.651507557140253368e+01,-1.436144679178029726e+01,-2.153628779622235978e+00,4.740331555133339236e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
4.700000000000000000e+01,5.000000000000000000e+01,6.600207834425073372e+01,-1.348285757303672305e+01,-2.519220771214010668e+00,4.754074005232088496e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
4.800000000000000000e+01,5.000000000000000000e+01,6.548982531873984669e+01,-1.262592474299349732e+01,-2.863900575746350263e+00,4.767791809929794056e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
4.900000000000000000e+01,5.000000000000000000e+01,6.497849095628822624e+01,-1.178983160081975967e+01,-3.188659355468467016e+00,4.781480559839435784e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
5.000000000000000000e+01,5.000000000000000000e+01,6.446823961782318690e+01,-1.097379659231026139e+01,-3.494443025512926404e+00,4.795136103316410470e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
5.100000000000000000e+01,5.000000000000000000e+01,6.395922605686345719e+01,-1.017707176763242316e+01,-3.782154289231033140e+00,4.808754533858237323e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
5.200000000000000000e+01,5.000000000000000000e+01,6.345159588919811000e+01,-9.398941306068897106e+00,-4.052654583129212895e+00,4.822332178102475098e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
5.300000000000000000e+01,5.000000000000000000e+01,6.294548604026700644e+01,-8.638720104907566366e+00,-4.306765935359440078e+00,4.835865584394608163e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
5.400000000000000000e+01,5.000000000000000000e+01,6.244102517129545049e+01,-7.895752429747746604e+00,-4.545272741547703887e+00,4.849351511898987610e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
5.500000000000000000e+01,5.000000000000000000e+01,6.193833408518646166e+01,-7.169410623604353994e+00,-4.768923461582107670e+00,4.862786920227179621e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
5.600000000000000000e+01,5.000000000000000000e+01,6.143752611312645229e+01,-6.459093872299835226e+00,-4.978432240826617061e+00,4.876168959559281291e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
5.700000000000000000e+01,5.000000000000000000e+01,6.093870748281549510e+01,-5.764227023738116351e+00,-5.174480459077378747e+00,4.889494961234922243e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
5.800000000000000000e+01,5.000000000000000000e+01,6.044197766918993864e+01,-5.084259458753936478e+00,-5.357718210436002160e+00,4.902762428791777438e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
5.900000000000000000e+01,5.000000000000000000e+01,5.994742972846390927e+01,-4.418664011326231211e+00,-5.528765717137678060e+00,4.915969029430434034e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
6.000000000000000000e+01,5.000000000000000000e+01,5.945515061627840936e+01,-3.766935936038478872e+00,-5.688214680239930487e+00,4.929112585885496856e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
6.100000000000000000e+01,5.000000000000000000e+01,5.896522149070771945e+01,-3.128591920753875932e+00,-5.836629569953843522e+00,4.942191068683705168e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
6.200000000000000000e+01,5.000000000000000000e+01,5.847771800083992133e+01,-2.503169142562809313e+00,-5.974548858277112018e+00,4.955202588770821137e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
6.300000000000000000e+01,5.000000000000000000e+01,5.799271056161134652e+01,-1.890224365135308560e+00,-6.102486196476037961e+00,4.968145390489820556e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
6.400000000000000000e+01,5.000000000000000000e+01,5.751026461554614144e+01,-1.289333075696216468e+00,-6.220931539849924974e+00,4.981017844893823110e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
6.500000000000000000e+01,5.000000000000000000e+01,5.703044088201834683e+01,-7.000886599096194374e-01,-6.330352222108727389e+00,4.993818443377922733e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
6.600000000000000000e+01,5.000000000000000000e+01,5.655329559462691691e+01,-1.221016130354657392e-01,-6.431193981591451170e+00,5.006545791614848895e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
6.700000000000000000e+01,5.000000000000000000e+01,5.607888072724534112e+01,4.450012142114276870e-01,-6.523881941456768807e+00,5.019198603780107248e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
6.800000000000000000e+01,5.000000000000000000e+01,5.560724420928087142e+01,1.001577336603927115e+00,-6.608821545884798532e+00,5.031775697052907503e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
6.900000000000000000e+01,5.000000000000000000e+01,5.513843013065373100e+01,1.547969323585740575e+00,-6.686399454239471574e+00,5.044275986379849996e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
7.000000000000000000e+01,5.000000000000000000e+01,5.467247893698190353e+01,2.084505458074641382e+00,-6.756984395056544912e+00,5.056698479488939313e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
7.100000000000000000e+01,5.000000000000000000e+01,5.420942761543493305e+01,2.611500366205303791e+00,-6.820927981640236837e+00,5.069042272142092997e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
7.200000000000000000e+01,5.000000000000000000e+01,5.374930987169777552e+01,3.129255619276231748e+00,-6.878565490974007268e+00,5.081306543614874727e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
7.300000000000000000e+01,5.000000000000000000e+01,5.329215629846478208e+01,3.638060309111726731e+00,-6.930216607576508814e+00,5.093490552392691484e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
7.400000000000000000e+01,5.000000000000000000e+01,5.283799453586497918e+01,4.138191597996565996e+00,-6.976186133861545180e+00,5.105593632073234289e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
7.500000000000000000e+01,5.000000000000000000e+01,5.238684942419950374e+01,4.629915244294183552e+00,-7.016764668493687296e+00,5.117615187465386839e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
7.600000000000000000e+01,5.000000000000000000e+01,5.193874314935573722e+01,5.113486104808723454e+00,-7.052229254164460670e+00,5.129554690875329470e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
7.700000000000000000e+01,5.000000000000000000e+01,5.149369538124361156e+01,5.589148614909298374e+00,-7.082843996152909938e+00,5.141411678570960930e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
7.800000000000000000e+01,5.000000000000000000e+01,5.105172340558510768e+01,6.057137247387805346e+00,-7.108860652972913030e+00,5.153185747416215179e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
7.900000000000000000e+01,5.000000000000000000e+01,5.061284224937091381e+01,6.517676950982703055e+00,-7.130519200353616860e+00,5.164876551667224192e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
8.000000000000000000e+01,5.000000000000000000e+01,5.017706480028416394e+01,6.970983569459469287e+00,-7.148048369743633224e+00,5.176483799922672802e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
8.100000000000000000e+01,5.000000000000000000e+01,4.974440192037669561e+01,7.417264242101044402e+00,-7.161666162477740016e+00,5.188007252221032672e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
8.200000000000000000e+01,5.000000000000000000e+01,4.931486255427032006e+01,7.856717786423562444e+00,-7.171580340693882505e+00,5.199446717277746188e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
8.300000000000000000e+01,5.000000000000000000e+01,4.888845383214144391e+01,8.289535063900220990e+00,-7.177988896041664013e+00,5.210802049855696794e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
8.400000000000000000e+01,5.000000000000000000e+01,4.846518116773737006e+01,8.715899329437931442e+00,-7.181080497175302391e+00,5.222073148262694531e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
8.500000000000000000e+01,5.000000000000000000e+01,4.804504835165816701e+01,9.135986565324799358e+00,-7.181034916982967253e+00,5.233259951969928636e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
8.600000000000000000e+01,5.000000000000000000e+01,4.762805764012932030e+01,9.549965800330319610e+00,-7.178023440459640803e+00,5.244362439345658800e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
8.700000000000000000e+01,5.000000000000000000e+01,4.721420983947899686e+01,9.957999414612761058e+00,-7.172209254091757025e+00,5.255380625498709435e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
8.800000000000000000e+01,5.000000000000000000e+01,4.680350438652224199e+01,1.036024343106196177e+01,-7.163747817584203759e+00,5.266314560226530261e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
8.900000000000000000e+01,5.000000000000000000e+01,4.639593942504754409e+01,1.075684779367379562e+01,-7.152787218721340601e+00,5.277164326062887767e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
9.000000000000000000e+01,5.000000000000000000e+01,4.599151187858953449e+01,1.114795663353102029e+01,-7.139468512120555665e+00,5.287930036420451074e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
9.100000000000000000e+01,5.000000000000000000e+01,4.559021751966458424e+01,1.153370852293737059e+01,-7.123926042601954833e+00,5.298611833823784423e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
9.200000000000000000e+01,5.000000000000000000e+01,4.519205103563638914e+01,1.191423671823013208e+01,-7.106287753866521228e+00,5.309209888228438956e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
9.300000000000000000e+01,5.000000000000000000e+01,4.479700609137223921e+01,1.228966939177095696e+01,-7.086675483143195287e+00,5.319724395422085195e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
9.400000000000000000e+01,5.000000000000000000e+01,4.440507538884114780e+01,1.266012985359640197e+01,-7.065205242437548883e+00,5.330155575503758314e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
9.500000000000000000e+01,5.000000000000000000e+01,4.401625072380036130e+01,1.302573676318400864e+01,-7.041987486984369937e+00,5.340503671437539879e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
9.600000000000000000e+01,5.000000000000000000e+01,4.363052303970718526e+01,1.338660433177485665e+01,-7.017127371482041909e+00,5.350768947677123322e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
9.700000000000000000e+01,5.000000000000000000e+01,4.324788247898867155e+01,1.374284251567032911e+01,-6.990724994658999769e+00,5.360951688857903719e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
9.800000000000000000e+01,5.000000000000000000e+01,4.286831843179422208e+01,1.409455720090471331e+01,-6.962875632698935391e+00,5.371052198553373103e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
9.900000000000000000e+01,5.000000000000000000e+01,4.249181958235126899e+01,1.444185037967601026e+01,-6.933669962027279254e+00,5.381070798092785878e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
1.000000000000000000e+02,5.000000000000000000e+01,4.211837395303708576e+01,1.478482031890305493e+01,-6.903194271940141569e+00,5.391007825437155532e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
1.010000000000000000e+02,5.000000000000000000e+01,4.174796894627624511e+01,1.512356172125746490e+01,-6.871530667533710002e+00,5.400863634110829992e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
1.020000000000000000e+02,5.000000000000000000e+01,4.138059138436639728e+01,1.545816587900695360e+01,-6.838757263373350881e+00,5.410638592185989637e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
1.030000000000000000e+02,5.000000000000000000e+01,4.101622754733137555e+01,1.578872082098938279e+01,-6.804948368320757446e+00,5.420333081317552626e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
1.040000000000000000e+02,5.000000000000000000e+01,4.065486320889528571e+01,1.611531145302405577e+01,-6.770174661919342363e+00,5.429947495826094439e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
1.050000000000000000e+02,5.000000000000000000e+01,4.029648367066690184e+01,1.643801969205334146e+01,-6.734503362720242414e+00,5.439482241826476638e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
1.060000000000000000e+02,5.000000000000000000e+01,3.994107379462026586e+01,1.675692459429300030e+01,-6.697998388913266155e+00,5.448937736400030474e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
1.070000000000000000e+02,5.000000000000000000e+01,3.958861803395167556e+01,1.707210247766061073e+01,-6.660720511612287176e+00,5.458314406808204922e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
1.080000000000000000e+02,5.000000000000000000e+01,3.923910046239120675e+01,1.738362703873631432e+01,-6.622727501127522842e+00,5.467612689745701005e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
1.090000000000000000e+02,5.000000000000000000e+01,3.889250480204224658e+01,1.769156946450044643e+01,-6.584074266542693010e+00,5.476833030631216559e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
1.100000000000000000e+02,5.000000000000000000e+01,3.854881444981918293e+01,1.799599853908192415e+01,-6.544812988901105300e+00,5.485975882934000936e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
1.110000000000000000e+02,5.000000000000000000e+01,3.820801250255020420e+01,1.829698074574034194e+01,-6.504993248290544372e+00,5.495041707534515751e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
1.120000000000000000e+02,5.000000000000000000e+01,3.787008178080886012e+01,1.859458036429536421e+01,-6.464662145104225210e+00,5.504030972117561760e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
1.130000000000000000e+02,5.000000000000000000e+01,3.753500485153536204e+01,1.888885956420661927e+01,-6.423864415741983080e+00,5.512944150596328541e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
1.140000000000000000e+02,5.000000000000000000e+01,3.720276404950528359e+01,1.917987849349942309e+01,-6.382642543004705793e+00,5.521781722565886241e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
1.150000000000000000e+02,5.000000000000000000e+01,3.687334149770077119e+01,1.946769536372242015e+01,-6.341036861423193116e+00,5.530544172784715329e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
1.160000000000000000e+02,5.000000000000000000e+01,3.654671912663665978e+01,1.975236653111536000e+01,-6.299085657752019785e+00,5.539231990682910123e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
1.170000000000000000e+02,5.000000000000000000e+01,3.622287869269227656e+01,2.003394657415534752e+01,-6.256825266847624079e+00,5.547845669895818332e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
1.180000000000000000e+02,5.000000000000000000e+01,3.590180179549517447e+01,2.031248836764702403e+01,-6.214290163142198509e+00,5.556385707821847575e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
1.190000000000000000e+02,5.000000000000000000e+01,3.558346989440394736e+01,2.058804315350818115e+01,-6.171513047912128513e+00,5.564852605203330427e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
1.200000000000000000e+02,5.000000000000000000e+01,3.526786432413161521e+01,2.086066060840281366e+01,-6.128524932534427982e+00,5.573246865729295507e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
1.210000000000000000e+02,5.000000000000000000e+01,3.495496630955242523e+01,2.113038890835993300e+01,-6.085355217912356451e+00,5.581568995659125676e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
1.220000000000000000e+02,5.000000000000000000e+01,3.464475697973006874e+01,2.139727479051602899e+01,-6.042031770246098610e+00,5.589819503466080164e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
1.230000000000000000e+02,5.000000000000000000e+01,3.433721738120546974e+01,2.166136361210903516e+01,-5.998580993314504894e+00,5.597998899499731351e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
1.240000000000000000e+02,5.000000000000000000e+01,3.403232849057956599e+01,2.192269940684776941e+01,-5.955027897427335404e+00,5.606107695666408119e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
1.250000000000000000e+02,5.000000000000000000e+01,3.373007122642480482e+01,2.218132493877526557e+01,-5.911396165200069497e+00,5.614146405126768968e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
1.260000000000000000e+02,5.000000000000000000e+01,3.343042646055822331e+01,2.243728175373782818e+01,-5.867708214296049718e+00,5.622115542009692035e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
1.270000000000000000e+02,5.000000000000000000e+01,3.313337502870625428e+01,2.269061022856871546e+01,-5.823985257274970628e+00,5.630015621141680526e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
1.280000000000000000e+02,5.000000000000000000e+01,3.283889774059117173e+01,2.294134961808827811e+01,-5.780247358679449832e+00,5.637847157791038910e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
1.290000000000000000e+02,5.000000000000000000e+01,3.254697538946702196e+01,2.318953810001909943e+01,-5.736513489486121387e+00,5.645610667426115015e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
1.300000000000000000e+02,5.000000000000000000e+01,3.225758876113117424e+01,2.343521281791095134e+01,-5.692801579042127358e+00,5.653306665486906013e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
1.310000000000000000e+02,5.000000000000000000e+01,3.197071864243778805e+01,2.367840992216348184e+01,-5.649128564601270774e+00,5.660935667169398755e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
1.320000000000000000e+02,5.000000000000000000e+01,3.168634582933656318e+01,2.391916460923379972e+01,-5.605510438570362908e+00,5.668498187222024853e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
1.330000000000000000e+02,5.000000000000000000e+01,3.140445113445991510e+01,2.415751115911059443e+01,-5.561962293570508642e+00,5.675994739753622298e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
1.340000000000000000e+02,5.000000000000000000e+01,3.112501539428127018e+01,2.439348297113143715e+01,-5.518498365412706441e+00,5.683425838052376378e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
1.350000000000000000e+02,5.000000000000000000e+01,3.084801947586407067e+01,2.462711259822041043e+01,-5.475132074084481992e+00,5.690791994415175736e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
1.360000000000000000e+02,5.000000000000000000e+01,3.057344428322257102e+01,2.485843177961506711e+01,-5.431876062837639019e+00,5.698093719986883343e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
1.370000000000000000e+02,5.000000000000000000e+01,3.030127076331305958e+01,2.508747147215141382e+01,-5.388742235464473396e+00,5.705331524609061944e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
1.380000000000000000e+02,5.000000000000000000e+01,3.003147991167262987e+01,2.531426188017374912e+01,-5.345741791846379876e+00,5.712505916677639561e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
1.390000000000000000e+02,5.000000000000000000e+01,2.976405277772475344e+01,2.553883248412747875e+01,-5.302885261852231302e+00,5.719617403009145562e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
1.400000000000000000e+02,5.000000000000000000e+01,2.949897046976535719e+01,2.576121206789937901e+01,-5.260182537664735314e+00,5.726666488715022751e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
1.410000000000000000e+02,5.000000000000000000e+01,2.923621415964786507e+01,2.598142874495639632e+01,-5.217642904604263165e+00,5.733653677083691491e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
1.420000000000000000e+02,5.000000000000000000e+01,2.897576508717927979e+01,2.619950998334250514e+01,-5.175275070521784926e+00,5.740579469469913931e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
1.430000000000000000e+02,5.000000000000000000e+01,2.871760456424417640e+01,2.641548262957992677e+01,-5.133087193824102279e+00,5.747444365191165616e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
1.440000000000000000e+02,5.000000000000000000e+01,2.846171397866744712e+01,2.662937293152922180e+01,-5.091086910196669812e+00,5.754248861430606610e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
1.450000000000000000e+02,5.000000000000000000e+01,2.820807479783110239e+01,2.684120656025053364e+01,-5.049281358081636917e+00,5.760993453146376453e+01,5.000000000000000000e+01,6.510999999999999943e+01,1.000000000000000000e+00
